city,county,lat,lon,temperature,humidity,coludiness,wind_speed
uvalde,United States of America,28.525244732103687,-99.7273177700445,96,36,40,2.98
wuxi,China,31.546966725588817,120.41515489418919,69,79,78,1.7
gazanjyk,Turkmenistan,41.165552346654806,56.94034140528876,66,21,0,6.02
nueva armenia,Honduras,15.97437424298225,-86.45553359754686,75,73,40,5.1
mutoko,Zimbabwe,-17.785782519568272,31.91565624335999,67,29,0,2.91
shalinskoye,Russian Federation,55.240590449199885,93.40908277402326,42,96,80,1.96
mazara del vallo,Italy,37.38020196962468,12.407159779085106,69,88,20,3.1
nansio,"Tanzania, United Republic of",-2.220233156111874,32.83872889866177,71,94,75,5.1
sampit,Indonesia,-1.9232434727608023,113.92075123898786,73,98,100,0.58
ballitoville,South Africa,-30.081643554716564,32.28636204171221,71,73,90,8.7
kampong chhnang,Cambodia,12.02831899522802,104.93747736425865,76,75,100,1.99
panzhihua,China,26.475295613472184,100.87592074643925,61,96,90,0.3
ekhabi,Russian Federation,54.65089208346848,148.19064600892762,40,82,95,6.82
ciudad valles,Mexico,21.937547237191325,-98.90950093288002,76,71,40,2.21
kiama,Australia,-38.180983438548644,157.83396655746157,66,82,93,2.1
kouango,Central African Republic,4.941924625750019,19.399297155241328,71,91,53,0.45
swellendam,South Africa,-34.53386180882573,21.152425486361267,53,87,100,0.5
rajsamand,India,25.11269586849039,74.01127194078961,69,74,0,1.2
zhirnovsk,Russian Federation,51.22038345170105,45.08004194848709,53,89,100,2.92
pout,Senegal,15.40364671825833,-17.392542125244006,84,88,0,2.6
novoblagodarnoye,Russian Federation,44.13956100875208,42.88236811227097,55,87,75,8.0
kimberley,South Africa,-28.774563036736268,25.062437525122817,71,35,35,4.1
aromashevo,Russian Federation,57.30874600647246,68.83368299236037,44,73,72,2.24
puerto leguizamo,Colombia,-0.36321286744279746,-74.41460099641904,87,57,100,1.26
biloela,Australia,-25.354240458347462,150.17950272030265,66,67,0,1.29
riachao,Brazil,-7.5119191895649635,-46.378597832695675,86,48,26,0.5
sharqpur,Pakistan,31.502690193503568,73.99416377289677,71,78,40,4.1
qaqortoq,Greenland,59.24499964833035,-47.56365039197391,42,59,0,0.5
kasulu,"Tanzania, United Republic of",-4.5230101427073635,30.029661746419293,70,62,47,0.8
soure,Brazil,-1.0273926975433199,-48.673409885784366,62,93,40,2.6
imbituba,Brazil,-29.027015984696618,-44.19166658847573,66,82,75,4.1
sunland park,United States of America,31.425712766951634,-107.0227210640525,87,22,1,5.1
melo,Uruguay,-32.45855960719509,-55.01139658285467,59,79,58,2.58
ous,Russian Federation,63.33445284083689,60.95636668418976,41,82,100,1.42
bar harbor,United States of America,43.60986282516504,-68.41435792286146,55,76,90,7.7
conceicao do araguaia,Brazil,-9.479806234654205,-51.6886604827109,85,56,25,2.89
hanmer springs,New Zealand,-42.60784511191362,173.24378511323107,41,82,31,3.9
providencia,Mexico,28.79303156691236,-111.22327337903812,68,68,40,4.1
menongue,Angola,-15.168918710878927,19.20238829548242,66,51,51,0.8
san vicente,Philippines,18.723630897508556,124.58614877449759,75,83,40,5.1
sungaipenuh,Indonesia,-3.7292122748511503,98.96385423352257,68,92,55,0.78
sosnovo-ozerskoye,Russian Federation,53.97662235133606,111.88761859732062,26,71,0,5.28
sokoni,"Tanzania, United Republic of",-6.765428547070059,43.77205003317832,70,50,63,2.21
ust-kulom,Russian Federation,61.295067650304844,53.14653619474444,34,97,100,1.82
biltine,Chad,15.537099009901524,21.25413292434061,82,55,79,1.98
svetlogorsk,Russian Federation,66.8567105367517,91.28638041215623,33,69,0,2.0
mengyin,China,35.6942878744032,118.1757015374393,50,85,100,0.66
pandan,Philippines,15.859559070526416,125.69613852201911,83,74,36,4.49
bouillante,Guadeloupe,16.120485474197437,-62.135558941697994,57,71,75,5.1
kamaishi,Japan,36.96428487817033,147.12528762454593,46,98,100,1.57
wanning,China,17.192653223137086,112.20141196593414,48,87,90,4.1
lardos,Greece,35.805236860271265,28.035455916883706,75,60,20,3.6
puerto cabezas,Nicaragua,13.453704532953367,-82.49471641221454,89,70,75,2.1
saint-georges,French Guiana,5.528499144634651,-49.09601883446149,53,85,100,1.34
lakota,Côte d'Ivoire,5.746440972512161,-5.720124148986628,71,98,34,1.8
oyem,Gabon,1.3597955746463128,12.11931976233464,68,96,100,1.27
new ulm,United States of America,44.23441618227679,-94.91015487936525,64,39,40,9.8
tigil,Russian Federation,56.86043365159097,156.86364699133458,32,97,100,14.9
fayaoue,New Caledonia,-19.940825120130484,166.81307899081992,71,79,0,5.44
shiringushi,Russian Federation,53.7850420515563,42.66274553591742,46,89,100,4.27
tarauaca,Brazil,-9.918443733061395,-71.42184499820847,76,83,100,0.5
tommot,Russian Federation,60.41063252569043,127.00107800068832,28,95,100,1.49
hearst,Canada,49.64940281275662,-83.52950396105845,50,71,99,4.35
buzmeyin,Turkmenistan,39.83513630861444,59.04112941500597,60,36,0,2.1
erenhot,China,44.19748562169286,112.34697455608148,48,41,0,5.97
saint-joseph,Réunion,-32.04539219904552,55.143243890371394,69,87,0,1.5
visnes,Norway,58.38524083278628,4.2507929232037895,44,74,0,2.6
sibu,Malaysia,5.2433938701133656,110.48324427690238,75,94,75,2.6
umarkhed,India,19.550398365658722,77.86710998239266,72,80,0,1.64
kuzhenkino,Russian Federation,57.754126374015925,33.962973332347474,30,91,100,1.91
glenluce,United Kingdom of Great Britain and Northern Ireland,54.0735587628578,-4.918194124970114,50,94,100,0.45
kaabong,Uganda,3.82043428565278,33.596889868798286,65,78,0,3.14
kearney,United States of America,41.04513385780618,-99.15358413942408,66,36,1,4.6
mmabatho,South Africa,-25.848957267283268,24.552440627496992,69,23,0,3.1
pawai,India,24.1301170248243,80.04401995934177,74,72,23,0.66
olavarria,Argentina,-37.11806972720166,-61.188576051505706,68,39,50,2.24
georgiyevka,Kazakhstan,42.7368042001479,74.23049594105254,38,83,100,5.61
lokoja,Nigeria,7.731646484509838,6.499576598308153,74,94,57,0.34
port said,Egypt,32.06465360664026,32.840346200915405,81,32,0,5.51
hangu,China,38.84742695183303,118.32335625000485,69,56,75,4.1
cabedelo,Brazil,-5.272399605176915,-29.346327755220017,77,78,20,3.6
marystown,Canada,43.76796224895497,-54.25744966880069,47,77,8,7.05
kashima,Japan,33.02526011957549,130.15466665352022,68,94,75,2.1
lisakovsk,Kazakhstan,51.46928196054333,62.94674460100245,50,46,0,2.79
otatitlan,Mexico,18.272625644607686,-96.02439219753606,89,62,100,1.34
jishou,China,28.435468768049375,109.75687559096497,57,82,21,1.53
nanma,China,36.19059084867578,118.14003702203303,45,95,29,1.04
orikum,Albania,40.36649529952939,19.231932754360145,68,61,35,4.44
mucurapo,Trinidad and Tobago,10.68305171787351,-61.45350365995186,84,74,20,3.1
innisfail,Australia,-17.496713094449177,146.524101211649,62,95,64,2.24
bogorodskoye,Russian Federation,52.41551505952157,140.11086295633743,35,93,100,5.27
mutsalaul,Russian Federation,43.27988331130052,46.69904156972413,64,80,100,1.69
san angelo,United States of America,30.960748483327208,-100.94352281148889,98,52,75,2.1
birjand,Iran (Islamic Republic of),34.160814286324936,59.479766046151354,50,11,0,3.1
basse-pointe,Martinique,14.94097087863338,-61.18263804177255,87,79,20,4.6
mana,French Guiana,6.643669243594104,-53.45312413908168,82,66,17,4.56
celestun,Mexico,20.461135115141587,-91.12290201882703,83,71,33,3.89
hakodate,Japan,41.6575486788912,141.06200937104506,53,81,75,4.1
nipawin,Canada,53.036722924945536,-104.07636488371817,55,37,20,8.7
monroe,United States of America,41.837807122119074,-83.39604172599437,69,32,1,5.7
buy,Russian Federation,58.541838980321046,41.77050193396673,34,96,100,6.06
ilhabela,Brazil,-24.268739362839398,-45.08279528471567,70,91,100,5.05
camacha,Portugal,36.32468002363272,-17.558482588749598,73,78,75,3.6
port augusta,Australia,-32.441931811453195,137.24501023061862,59,77,94,3.6
bay city,United States of America,27.866205890925656,-95.72692726460984,68,34,1,6.7
pischia,Romania,45.889977273449745,21.31303516433539,42,93,0,2.6
tomatlan,Mexico,15.618960784424132,-110.73327594347748,84,81,100,6.34
sao gabriel da cachoeira,Brazil,0.9185388921560786,-66.92746877834666,88,55,65,1.14
gabu,Guinea-Bissau,12.590280541030836,-14.536029970274768,34,96,100,0.95
rouvroy,France,49.779515904799524,3.5309194136289364,55,87,90,7.7
puerto ayacucho,Venezuela (Bolivarian Republic of),5.903611655624275,-68.65806954361327,93,44,20,0.65
pocinhos,Brazil,-6.923461357961884,-36.113370320720065,77,69,0,8.2
dawei,Myanmar,13.121567596117899,96.10197729419906,79,78,100,3.58
canturay,Philippines,9.791175114804489,122.4481049144373,83,77,55,7.76
la sarre,Canada,49.606466249395766,-79.66836355362402,50,76,79,5.63
saru dornei,Romania,47.224537810574446,25.261546695875523,35,88,97,1.69
sikonge,"Tanzania, United Republic of",-6.153458160148119,32.87394616979651,74,44,0,3.58
mogzon,Russian Federation,51.7844793622063,112.0744294265213,22,87,0,3.84
aranos,Namibia,-24.037359243876125,18.539508367677627,71,39,33,4.81
verkhnevilyuysk,Russian Federation,60.92061724612381,120.33660327010904,33,97,100,2.79
morgan city,United States of America,28.98556429739257,-91.20679616301845,87,62,12,1.77
tamandare,Brazil,-11.669980086790332,-25.948456350303076,92,39,35,1.82
falam,Myanmar,22.913668651246255,93.57959344986409,59,97,67,0.38
agadir,Morocco,30.689664429149005,-9.758434538425178,66,82,0,2.6
alexandria,United States of America,46.26816607355357,-95.1663801893715,46,80,97,5.35
monticello,United States of America,33.660190720579934,-91.85769148081538,69,32,75,2.1
strzelce krajenskie,Poland,53.075769513368755,15.645395733963255,39,86,32,2.76
adre,Chad,14.52665316236731,22.37021609698357,73,76,74,3.05
san andres,Colombia,12.17016782182219,-80.55241234770395,75,89,0,3.68
angoram,Papua New Guinea,-3.006538768240034,145.12427006060835,73,95,79,0.92
santa vitoria do palmar,Brazil,-33.164515517809875,-53.73232508688922,58,78,6,3.75
aanekoski,Finland,63.07598706474164,25.831376956632738,35,100,75,1.0
batagay-alyta,Russian Federation,66.115542733296,129.58785301735605,8,95,92,0.14
odawara,Japan,35.21535492295287,139.1095025754646,68,77,75,6.2
hamada,Japan,35.82606640212731,131.35615149159253,62,35,8,3.87
finschhafen,Papua New Guinea,-4.770596741722656,148.32996509444973,66,95,72,0.59
yen bai,Viet Nam,22.090201038238504,104.51453550516283,67,89,0,0.86
denpasar,Indonesia,-13.00694620966533,114.27776449504228,77,100,20,1.0
grafton,Australia,-29.722958445940762,153.60510877114734,62,100,90,1.97
weligama,Sri Lanka,4.125710247712263,79.86113038444097,81,73,100,2.02
santa catarina da serra,Portugal,39.65545131730937,-8.66911899853207,64,93,40,2.6
capao da canoa,Brazil,-29.603438521831237,-50.04120037593461,60,90,100,2.12
locri,Italy,37.03665962246215,16.971475813921614,69,77,40,1.75
messina,Italy,38.43371335318486,15.427213938019378,69,77,40,7.85
abnub,Egypt,26.54483435959247,28.41754476118848,80,39,0,5.1
hualmay,Peru,-21.332140913312486,-93.54588568187144,61,89,0,7.22
darhan,Mongolia,46.73124721861646,109.02594351598754,32,70,100,1.3
armidale,Australia,-30.54780716484366,151.54857084042902,71,23,0,2.24
ucluelet,Canada,48.40374881945189,-126.5619881305734,55,87,90,2.6
tauranga,New Zealand,-37.7782274291296,176.11766991056618,57,97,69,2.2
galle,Sri Lanka,4.03721760133989,77.43944160463974,72,98,100,2.1
sijunjung,Indonesia,-1.1295555032612725,101.3788688573066,64,85,58,0.75
bafq,Iran (Islamic Republic of),32.227731396723215,55.91802617623415,61,19,0,2.53
baoro,Central African Republic,5.511453057095409,15.58945566768844,67,98,100,1.49
arman,Russian Federation,55.662577712249714,148.5977447327686,15,70,11,3.72
the valley,Anguilla,19.782496114832114,-63.63485145369616,84,70,20,4.6
pokrovsk,Russian Federation,60.28064155447089,129.40765762808462,26,91,100,2.22
areosa,Portugal,41.545242240287024,-11.156309995404655,62,93,0,2.1
eregli,Turkey,42.006754157169695,30.979786450887644,55,59,34,0.72
gladstone,United States of America,39.169613828852334,-94.59400073721552,71,73,0,1.5
mandan,United States of America,47.29853725049912,-101.44661560698535,62,41,20,14.9
dickinson,United States of America,47.242491406834176,-103.18920719760239,60,29,20,14.9
chitral,Pakistan,35.93530047099911,72.52774282330574,28,83,98,0.71
deputatskiy,Russian Federation,74.92468980608109,140.5657773792443,3,86,56,0.59
formosa,Argentina,-25.526965178650258,-59.449599767264544,71,70,100,1.59
otacilio costa,Brazil,-27.402543468597862,-50.115173366703516,57,99,100,0.45
esik,Kazakhstan,43.680823214449106,77.78269286922779,50,81,20,3.0
kovdor,Russian Federation,67.80537461390946,30.81090364733319,35,97,100,3.33
tiznit,Morocco,26.335186513823615,-10.121982670397415,68,80,0,0.42
buldana,India,20.48356026981699,76.22496314860098,73,80,99,0.73
copperas cove,United States of America,30.94082217086185,-98.5045832315634,96,30,1,2.1
chernyshevskiy,Russian Federation,64.14153370937612,111.50141788387214,28,95,100,4.11
basco,Philippines,21.589671510410668,123.91065332365719,64,77,20,1.5
barcelos,Brazil,0.7722667991410646,-62.245967553646864,91,47,21,1.64
acari,Peru,-16.66255696077546,-75.19753103659268,83,48,17,9.54
jieshi,China,18.904054030051455,115.97458046755094,80,76,27,1.51
lodingen,Norway,68.23701165240237,15.862696001721417,42,100,100,4.6
nogliki,Russian Federation,52.562079044800214,143.9146675802195,39,87,69,5.37
port-cartier,Canada,53.41007113729722,-68.68335171003832,44,75,75,3.6
karabudakhkent,Russian Federation,42.7197191612328,47.491676954956745,64,82,68,2.0
vyazemskiy,Russian Federation,47.385957309814756,134.7395969403592,42,66,0,6.22
tshikapa,Congo (Democratic Republic of the),-6.389326377130786,21.12136017405811,72,81,37,0.87
nchelenge,Zambia,-9.520551308997426,27.70596778732377,76,62,29,0.43
alim,Philippines,8.930528015129411,121.42759800641716,67,95,99,0.77
granadilla de abona,Spain,28.006421392646516,-16.259684160552638,73,88,75,6.2
stillwater,United States of America,36.1646649823697,-96.89491531337997,68,77,90,4.1
sao domingos do prata,Brazil,-19.972047002139632,-42.93994290133119,84,39,0,2.6
kenai,United States of America,63.37477051221268,-152.12580637731432,48,39,1,4.6
astoria,United States of America,45.90558930231845,-125.29565145024588,68,55,1,4.1
montmagny,Canada,46.92895669860556,-70.61040899861784,55,76,0,5.1
staropesterevo,Russian Federation,54.55593684641306,86.57700118157351,49,88,10,1.43
christchurch,New Zealand,-44.50718848021374,174.1168653053851,59,58,46,4.1
san miguel,Philippines,9.096076870250343,125.85365827960186,66,39,0,5.1
edeia,Brazil,-17.233412490388247,-49.866554255943726,85,47,78,1.84
karasjok,Norway,68.95922962093994,24.417256879700233,41,86,90,8.2
bihoro,Japan,43.760962001642866,144.08655676815158,42,91,16,2.38
porangatu,Brazil,-13.225719528117892,-48.96172311972066,87,42,82,3.72
nawabganj,India,26.877552123046627,82.18990569945049,79,77,100,1.37
uchaly,Russian Federation,54.09633413854169,59.72735614668281,38,58,88,1.33
ankazobe,Madagascar,-17.911655721167932,46.979994923205965,59,82,40,3.6
prince rupert,Canada,48.73038232009523,-135.08740749939489,53,76,90,7.7
pa sang,Thailand,18.523255476678713,98.95077662895909,71,94,20,2.1
ahmadnagar,India,18.98839374288312,74.94055355693382,73,81,58,3.19
irbit,Russian Federation,57.366721113453934,63.16286711970713,44,88,33,2.28
gander,Canada,49.685173528101075,-54.250917482763526,50,53,20,2.1
palermo,Italy,38.828281992831705,13.598162154506497,89,40,40,3.6
nagapattinam,India,10.583667140951263,79.94165849624017,78,84,99,1.47
kolondieba,Mali,11.968865598540816,-6.600122404350884,74,87,72,1.37
boa vista,Brazil,1.5291762373175573,-60.12465143877996,93,44,40,3.1
senneterre,Canada,48.341174474266865,-75.96889479816248,59,77,75,7.2
gatton,Australia,-27.528441004645785,152.25705670760482,71,77,0,1.5
aleksandrov gay,Russian Federation,49.50821797928802,48.51438198304959,58,28,100,5.16
kultuk,Russian Federation,51.75538636201051,103.42201002473792,28,97,99,1.08
bonnyville,Canada,54.37159968887019,-111.13986947312478,57,48,75,5.1
bajah,Tunisia,36.66519099884532,9.083681453867086,64,62,33,2.43
banikoara,Benin,11.162066562526178,2.617884449322929,76,90,38,1.46
novyy urengoy,Russian Federation,66.2477976006544,76.44265695401845,32,78,0,9.72
sayat,Turkmenistan,38.098391393389335,64.32214281809362,59,58,0,4.1
pimentel,Peru,-10.179981529821163,-85.75222764777475,81,68,97,1.76
tornio,Finland,65.61815493880388,23.771922606355616,35,100,71,1.5
bijie,China,27.492963234134706,105.32651356182208,58,98,89,0.95
umea,Sweden,63.62562522100541,20.074722228176,32,89,0,1.5
baglung,Nepal,28.265725350279,83.48030052337373,49,70,7,2.09
tangshan,China,37.17768472249453,114.91317157459821,49,65,53,3.38
progreso,Mexico,24.732507982780277,-91.04192295324509,64,48,0,3.1
linkoping,Sweden,58.22632520115647,15.675394498358997,32,66,82,1.0
riwaka,New Zealand,-41.10201780792172,173.11775623676232,57,73,37,0.45
farkhor,Tajikistan,37.62418177344901,69.31355760824843,62,76,20,3.0
pandaria,India,22.27808173163922,81.28209262291483,67,90,67,1.14
nisia floresta,Brazil,-5.700282421297558,-33.378175318033215,80,78,20,6.2
kapuskasing,Canada,50.03523880613963,-82.51880280308508,51,71,75,7.2
anadyr,Russian Federation,62.88059467369135,174.87203135797103,30,80,0,6.0
alvdal,Norway,61.71165217868992,10.542478384765246,30,80,65,2.1
tual,Indonesia,-6.22358440468868,133.76650176913182,78,83,94,7.79
bosanski samac,Bosnia and Herzegovina,44.98088603328273,18.43271938806953,46,93,0,0.81
atherton,Australia,-17.39910477724034,145.09780630159213,73,64,40,7.2
gamba,Gabon,-5.882707380666687,5.1312823530869025,33,69,17,1.14
verkhnyaya inta,Russian Federation,65.12820900087021,61.40979207921643,33,86,100,7.42
gorey,Ireland,52.55771767782625,-6.165255620618126,73,83,90,5.66
barcelona,Venezuela (Bolivarian Republic of),10.425440573212086,-64.56288752612664,71,77,40,1.5
irbeyskoye,Russian Federation,54.3385481772996,96.22859213062583,40,95,75,2.79
mabaruma,Guyana,9.935581069015,-59.217216453962294,79,89,100,1.57
great falls,United States of America,48.22665443347239,-110.8343010211399,60,30,1,9.3
torata,Peru,-16.689821431108754,-70.2801155885291,89,69,40,3.6
hayden,United States of America,47.60208797496372,-116.00507983355408,62,38,1,3.6
ambon,Indonesia,-5.400018734490686,126.26378776466015,57,81,0,2.1
camopi,French Guiana,2.586951317894872,-52.927506848046065,86,53,94,3.24
manthani,India,18.973276832332047,79.9462151655506,75,86,100,0.47
birao,Central African Republic,10.83700565973507,24.706261169047337,74,84,49,2.15
sulangan,Philippines,11.902640647693886,130.01761004878136,82,73,71,3.64
khao yoi,Thailand,13.340782767724903,99.8621384520626,74,88,97,1.22
belaya kholunitsa,Russian Federation,58.72509836566391,51.03688351199119,42,96,100,3.48
nouna,Burkina Faso,13.219733856783293,-4.053901435174907,79,68,99,1.99
taos,United States of America,36.77866568645075,-105.22279433646477,69,21,1,6.2
longyan,China,24.92792694558129,116.20726781052844,64,96,0,0.92
madeji,Pakistan,27.7602228528839,68.42203668940311,75,83,40,1.87
boyuibe,Bolivia (Plurinational State of),-20.69171330552159,-62.59871663803597,66,68,90,2.89
rosetown,Canada,51.4685274120379,-108.36295511517609,60,37,0,0.89
chunskiy,Russian Federation,57.37748986393504,99.95886614350854,31,94,100,1.62
mont-de-marsan,France,43.75861654211815,-0.4852761622061337,57,87,20,1.5
gewane,Ethiopia,10.540950582785598,40.906061482640496,83,47,8,3.04
minot,United States of America,47.52342134043457,-101.63604939370985,57,44,75,11.8
tolaga bay,New Zealand,-39.5678996593997,179.23597607554763,55,55,2,1.57
uaua,Brazil,-9.674987045665702,-39.11305510963123,84,30,0,5.35
kilcormac,Ireland,53.15844653365977,-7.767530595833421,53,91,97,3.58
kankon,India,14.355794946187231,72.9924649066536,77,94,75,1.5
valle de allende,Mexico,26.81375161818079,-104.56214189406765,80,42,5,3.39
saryg-sep,Russian Federation,51.896928896364955,95.23697640809212,36,84,0,1.1
oxbow,Canada,48.99986120078262,-102.07315068456526,57,41,1,11.8
vysokogornyy,Russian Federation,50.08661062328946,138.89261439797508,31,79,65,2.11
chufarovo,Russian Federation,54.08198714398122,47.299442801708864,56,46,100,5.31
atrauli,India,28.102321694408317,78.31598509221158,75,53,0,0.94
bria,Central African Republic,6.693041814937331,21.963756537149123,69,96,87,1.68
niquelandia,Brazil,-14.471064578244125,-48.74889625964275,71,81,100,2.11
abalak,Niger,17.155318967346005,5.866284080296879,92,25,21,1.89
sokoto,Nigeria,12.82105923783476,4.842310613362542,82,66,17,4.56
lannion,France,49.18488132252867,-3.224365206546139,51,93,20,3.1
hailar,China,46.337142507425995,118.03806462805181,34,95,100,6.01
ingham,Australia,-18.44992464280098,145.35030087532476,64,84,70,0.45
hirtshals,Denmark,57.77697314701655,10.174959363308346,37,84,0,2.52
martapura,Indonesia,-3.7693171276361284,115.26086979606214,77,84,100,3.19
dmytrivka,Ukraine,45.96904590477607,29.089039662770944,42,80,80,5.0
ruston,United States of America,32.46411858950219,-92.7450366506444,93,58,1,1.44
sabinopolis,Brazil,-18.442038307210694,-43.16682664933549,66,82,18,2.73
vanino,Russian Federation,49.13976223893047,140.4320486994796,33,100,100,1.79
rio grande,Brazil,-42.10103076806193,-40.54802254939949,62,77,20,4.6
mweka,Congo (Democratic Republic of the),-4.692967750078836,21.031546077440964,69,95,85,0.7
tiarei,French Polynesia,-12.967645058714155,-146.38094482412566,82,69,75,4.1
ouadda,Central African Republic,7.319646009259998,22.14602836845279,69,94,97,0.93
lai,Chad,9.603030788147336,16.444083666541616,27,92,74,0.29
emmett,United States of America,44.81601490221328,-115.36453369983766,64,27,1,2.6
mocuba,Mozambique,-16.956970963755268,37.43754437233591,70,79,30,1.61
kyshtovka,Russian Federation,57.62035586031371,76.84976962721709,46,78,27,2.53
jand,Pakistan,33.56068781565439,71.78989134563898,76,44,76,2.4
kpandae,Ghana,8.242360945073173,-0.2654075426752911,75,94,100,2.19
gizo,Solomon Islands,-9.903367545702523,156.96549233610244,75,64,20,1.5
aksarka,Russian Federation,64.5786802687158,68.35002287317116,32,81,2,8.92
wasilla,United States of America,63.693892245805415,-149.74264886508755,46,75,90,1.09
trelew,Argentina,-44.01571614956497,-66.50898987332108,73,25,75,10.3
tambo,Peru,-14.73238968978653,-73.80911964303904,71,26,75,5.7
dawlatabad,Afghanistan,35.7667644594941,64.62261822896531,52,65,33,1.42
pueblo nuevo,Honduras,14.313186833942936,-87.27389092728727,80,12,0,6.2
krasnyy kholm,Russian Federation,58.383988267547494,37.07225861284161,33,90,100,6.12
viransehir,Turkey,36.702957247208815,39.47547403570468,58,71,0,1.13
banda aceh,Indonesia,5.697859096789557,93.98607103713181,80,76,100,1.9
rognan,Norway,65.92256318981913,16.19440454247095,44,75,40,5.1
makhu,India,31.095028004955452,75.09372834417763,69,94,75,1.0
cuiluan,China,48.08661880529178,128.4528171187908,40,69,63,3.35
chara,Russian Federation,57.28492957037409,119.35232258995308,60,77,75,2.29
farafangana,Madagascar,-23.002598601765925,48.93355411885756,66,94,30,1.01
pribyslav,Czech Republic,49.545477223392,15.797690758708796,41,80,0,3.6
kungurtug,Russian Federation,50.44859008723324,96.46051244300935,33,83,94,0.42
kulu,Turkey,38.665705186598046,32.533072941393414,71,94,100,0.67
maragheh,Iran (Islamic Republic of),37.33058329238429,45.874943952465,60,36,0,2.1
nargana,Panama,10.726937082957761,-78.56330216245986,83,77,100,4.08
koundara,Guinea,12.320352062627421,-13.68577066688502,80,76,67,1.55
sibiti,Congo,-3.3629959382629977,13.412939565683956,72,97,90,1.72
manzil kamil,Tunisia,35.32955955916751,10.225110951753976,75,60,0,2.1
helong,China,39.57114238519475,129.45352625277047,68,88,0,1.2
bongandanga,Congo (Democratic Republic of the),0.9908648220250171,19.557147883220267,72,94,100,0.88
lukulu,Zambia,-14.666288721700326,23.274146660142463,74,41,58,1.99
labuan,Malaysia,5.485058442821824,114.44387139162961,78,88,75,2.44
sinop,Turkey,42.82990525986003,33.9766386838069,60,72,91,4.65
harrogate,United Kingdom of Great Britain and Northern Ireland,53.94762347837849,-1.5385429311187124,57,71,75,4.1
campana,Argentina,-34.197477514871835,-58.78718231241096,66,39,0,5.1
vanderhoof,Canada,52.37100276879866,-124.7962350663843,51,43,93,4.31
sandusky,United States of America,41.655858939413434,-82.7011890917193,69,60,1,3.6
la ronge,Canada,58.434036900212675,-104.6387738435537,53,46,75,7.7
cartagena,Colombia,10.816004198257431,-76.23127576174556,73,94,24,1.5
khandyga,Russian Federation,65.42634181480688,138.05455726089735,17,67,39,2.7
urrao,Colombia,6.457682674080459,-76.44969189663318,77,53,40,4.1
dutse,Nigeria,11.23545225483636,9.475015508932529,80,61,2,4.6
rafaela,Argentina,-30.964572448879416,-61.875578654794595,73,33,0,1.79
painesville,United States of America,41.83649272656629,-81.22209773525877,71,63,75,4.6
silopi,Turkey,37.13171407164556,42.58547803372261,59,47,0,0.21
gasa,Bhutan,28.869207113064135,89.47022226844331,33,89,94,1.35
